id,titre,prix,statut,motif_exclusion,niveau_risque,corrections_appliquees,rang_tri
10597,"EVORA 24ZRJU18 JR - ROUPEIRO COM 1 VARÃO E PRATELEIRA SUPERIOR",670.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10598,"EVORA 24ZRJU22 JR - MESA DE CABECEIRA",290.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10599,"EVORA 24ZRJU27 JR - CÓMODA 4G",482.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10600,"EVORA 24ZRJU31 JR - CAMA 160X200",487.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10601,"EVORA 24ZRJU32 JR - CAMA 180X200",498.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10602,"EVORA JR - CAMA 140X200",462.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10603,"EZO JR - CADEIRÃO EZO",682.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10604,"FATIMA JR - FATIMA MESAS DE APOIO 5905248129504",112.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10605,"FLORES JR - FLORES 5905248115910",240.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10606,"FRIDA JR - MESA APOIO TRAVERTINO E NOGUEIRA",141.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10607,"FRIDA JR - MESA DE JANTAR EXTENSÍVEL",702.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10608,"GENESIS JR - MESA APOIO MÁRMORE, DOURADO E NOGUEIRA",245.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10609,"GINA JR - CANDEEIRO MESA GINA 110100051 1XE27",92.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10610,"GIRAFA LULU JR - MUDA FRALDAS 70X47 CM PERFILADO, EM ESPUMA",46.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10611,"GITTA JR - CANDEEIRO MESA GITTA 47500/81/17",32.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10612,"GUIDO JR - GUIDO CADEIRÃO",364.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10613,"INDUSTRIAL JR - 5905248114555 BANCO BAR H/64 INDUSTRIAL",65.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10614,"JASPER JR - CANDEEIRO DE PÉ JASPER 65706/01/33 1XGU10",77.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10615,"K454 CADEIRA JR - K545 5905248132566 CADEIRA",197.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10616,"KAROLINA JR - BERÇO 120X60",221.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10617,"KAROLINA JR - CÓMODA 80CM 3G",365.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10618,"KAROLINA JR - ROUPEIRO 2P2G",568.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10619,"KOMPAKT JR - CONJUNTO EVOLUTIVO BERÇO+CÓMODA+GAVETÃO",838.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10620,"LEAF, FLORES JR - CONJUNTO CAPA DE EDREDÃO E 2 FRONHAS 50X70",79.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10621,"LISO ROYAL JR - JOGO DE LENÇÓIS 240X290; PARA CAMA 150/160X200",50.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10622,"LIVORNO JR - LIVORNO 5905248140394 CONJUNTO DOBRÁVEL",149.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10623,"LOOP JR - SOFÁ COM FUNÇÃO CAMA LOOP",1868.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10624,"LUMI JR - LUMI PUFE COM TAMPA",105.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10625,"LUMINESCENCE JR - APARADOR 4 PORTAS 4 GAVETAS",1379.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10626,"LUMINESCENCE JR - CAMA 140X200",651.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10627,"LUMINESCENCE JR - CAMA 160X200",741.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10628,"LUMINESCENCE JR - CÓMODA DE 3 GAVETAS",784.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10629,"LUMINESCENCE JR - EXTENSÃO DE TABELA (DOIS PCS)",236.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10630,"LUMINESCENCE JR - MESA DE CABECEIRA, 1 GAVETA",196.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10631,"LUMINESCENCE JR - MESA DE CENTRO",624.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10632,"LUMINESCENCE JR - MESA DE JANTAR",1037.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10633,"LUMINESCENCE JR - MÓVEL TV",631.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10634,"LUMINESCENCE JR - ROUPEIRO 2 PORTAS",1339.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10635,"LUMINESCENCE JR - SECRETÁRIA COM 1 GAVETA",447.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10636,"MALOTO JR - CANDEEIRO MESA MALOTO 45586/20/62",104.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10637,"MARMO BRANCO JR - CANDEEIRO MESA MARMO 47508/81/31 1XE14",30.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10638,"MARMO PRETO JR - CANDEEIRO MESA MARMO 47508/81/30 1XE14",30.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10639,"MATEO JR - CONSOLA EXTENSÍVEL - BRANCA DE ALTO BRILHO",558.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10640,"MATEO JR - CONSOLA EXTENSÍVEL - SONOMA",558.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10641,"MIKADO - RECARGA JR - LILIFLORA (7583) - RECARGA DO 7831",21.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10642,"MIKADO - RECARGA JR - MUSC COCOON (7772) - RECARGA DO 7877",21.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10643,"MIKADO - RECARGA JR - PETILLANCE EXQUISE (6281) - RECARGA DO 7878",21.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10644,"MIKADO - RECARGA JR - SPLENDEUR VANILLEE (7667) - RECARGA DO 7856",21.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10645,"MIKADO - RECARGA JR - ZESTE VERVEINE (6061) - RECARGA DO 7879",21.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10646,"MIKADO JR - MINERAL NOIR NUDE.NOIR (7856) - OCEANO",40.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10647,"MIKADO JR - MINERAL ROSE.NOIR (7831) - NOUVELLE VAGUE",40.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10648,"MIKADO JR - WOOD GRIS ROUGE.BOIS CLAIR (7878) - CAMPO",40.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10649,"MIKADO JR - WOOD NOIR GIVRE.NOIR (7877) - URBANO",40.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10650,"MIKADO JR - WOOD VERT PRUNE.BOIS (7879)",40.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10651,"NATURAL K502 JR - CADEIRA RATTAN",219.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10652,"NESO JR - CANDEEIRO MESA 9624094 NESO LED E14 1X5W",121.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10653,"NIGHTLIFE JR - TAPETE 115X170",86.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10654,"NIGHTLIFE JR - TAPETE 160X230",142.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10655,"ODEN JR - CADEIRA FODEN/ODEN 5905248125063",354.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10656,"POLTRONA PUFE SUN JR - PUFE RISCAS (VERDE, VERMELHO, AMARELO, AZUL)",122.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10657,"PRIMAVERA JR - JOGO DE LENÇÓIS 240X290; PARA CAMA 150/160X200",62.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10658,"RAMZI JR - CANDEEIRO MESA RAMZI 47506/81/36",40.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10659,"RETRO JR - CANDEEIRO PÉ RETRO 9050160 METAL/ABAJOUR PRETO",168.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10660,"ROCCA JR - ROCCA 5905248126893 CONJUNTO JARDIM",1310.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10661,"ROUNDY PUFE JR - PUFE REDONDO IMPERMEÁVEL D63",30.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10662,"ROY JR - CAND. PÉ LE ROY 9050165 BASE MADEIRA ABAJOUR BRANCO",219.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10663,"SIEMON JR - CANDEEIRO MESA 45596/01/30 SIEMON",104.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10664,"SIEMON JR - CANDEEIRO MESA SIEMON 45596/01/35",104.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10665,"SIEMON JR - CANDEEIRO MESA SIEMON 45596/01/44 1XE14",104.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10666,"SIEMON JR - CANDEEIRO PÉ SIEMON 45796/01/30 1XE27",274.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10667,"SOFT MICRO JR - ALMOFADA 50X70 - SOFT MICRO",17.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10668,"SOLOMO JR - CAMA 160X200 COM ESTRADO",737.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10669,"SWAY JR - CANDEEIRO MESA SWAY 9501235 LED E27 1X12W",106.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10670,"TYRION JR - TYRION POLTRONA",330.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10671,"VERA JR - CONSOLA EXTENSÍVEL - BRANCA DE ALTO BRILHO",668.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10672,"VERA JR - CONSOLA EXTENSÍVEL - MELAMINA",668.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10673,"VILGOT JR - APARADOR DE 3 PORTAS",860.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10674,"VILGOT JR - EXTENSÃO PARA A MESA DE JANTAR DE 150 CM",103.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10675,"VILGOT JR - EXTENSÃO PARA A MESA DE JANTAR DE 200 CM",113.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10676,"VILGOT JR - MESA DE JANTAR 150 CM",941.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10677,"VILGOT JR - MESA DE JANTAR 200 CM",1096.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10678,"VILGOT JR - VITRINE 4 PORTAS",1150.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10679,"VITAL JR - TAPETE 115X170",63.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10680,"VITAL JR - TAPETE 160X230",108.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10681,"VITAL JR - TAPETE 200X300",153.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10682,"VITAL JR - TAPETE 57X150",36.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10683,"WOODY JR - MESA DE CENTRO D80",380.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10684,"0090CADR JR - 20 SLATS ESTRUTURA METÁLICACOLCHÃO 90X190CM",130.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10685,"0090CAD2 JR - 20 SLATS ESTRUTURA METÁLICACOLCHÕES 90X200CM E 180X200CM",149.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10686,"0120CADR JR -  SLATS 2X20ESTRUTURA METÁLICACOLCHÃO 120X190CM",191.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10687,"0140CADR JR - LATAS 2X20 ESTRUTURA METÁLICA COLCHÃO 140X190CM",229.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10688,"0140CAD2 JR - 2X20 SLATS ESTRUTURA METÁLICA COLCHÃO 140X200CM",232.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10689,"0160CAD3 JR - 2X20 SLATS ESTRUTURA METÁLICA COLCHÃO 160X200CM",273.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10690,"3402SOMM JR - ESTRUTURA METÁLICA ELEVADA PARA COLCHÃO 140X190CM",321.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10691,"3402SOM2 JR - ESTRUTURA METÁLICA ELEVÁVEL PARA COLCHÃO DE 160X200CM",370.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10692,"3301L120 JR - CAMA ADAPTADA PARA 120X190-200CM COM ESPAÇO DE ARRUMAÇÃO",287.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10693,"2101LSUR JR - DORMITÓRIO DUPLO",1345.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10694,"2336LISU JR - BELICHE 90X200CM",928.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10695,"2145LSUR JR - CAMA ALTA COM BARRA DE BELEZA",1024.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10696,"2104L290 JR - CAMA 90X200/190CM COM ARRUMAÇÃO",350.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10697,"2498A2PT JR - ROUPEIRO DE 2 PORTAS",319.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10698,"2498A3PX JR - ROUPEIRO DE 3 PORTAS",382.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10699,"2498BURE JR - SECRETÁRIA",120.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10700,"2498CH1T JR - MESA DE CABECEIRA",56.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10701,"2498CO3T JR - COFRE DE 3 GAVETAS",164.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10702,"2498COMB JR - DORMINHOCACOLCHÃO 90X200CM",594.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10703,"2498ENVI JR - UNIDADE SOBRE CAMA",159.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10704,"2498LITM JR - CAMA COM DEGRAUS E GAVETACOLCHÃO 90X190CM",191.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10705,"2498L2TM JR - CAMA COM DEGRAU E GAVETACOLCHÃO 90X200CM",193.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10706,"2103LIBU JR - CAMA COM SECRETÁRIACONJUNTO REVERSÍVEL",447.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10707,"3580LISU JR - BELICHE",640.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10708,"3580TILI JR - GAVETA COM BELICHE",145.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10709,"2311AR2P JR - ROUPEIRO DE 2 PORTAS",360.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10710,"2311BURE JR - SECRETÁRIA",251.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10711,"2311CHEV JR - MESA DE CABECEIRA",94.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10712,"2311CO3T JR - ARCA DE 3 GAVETAS",210.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10713,"2311L2TI JR - CAMA COM GAVETA FRONTALCOLCHÃO 90X200CM",248.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10714,"2311T2CO JR - CONJUNTO DE 2 GAVETAS LATERAIS 200CM",181.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10715,"2530COMB JR - DORMINHOCACOLCHÃO 90X200CM",722.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10716,"2380LSUR JR - CAMA ALTACOLCHÃO 90X200CM.",928.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10717,"2410LSU2 JR - SLEEPER ALTO 90X200CMSECRETÁRIA 133X66CMPRATELEIRAS E PLATAFORMA DE ARMAZENAMENTOROUPEIRO COM PORTA DE CORRER.",1152.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10718,"2180LIBU JR - CAMA COM 2 GAVETAS E 1 SECRETÁRIANECESSITA DE ESTRUTURA COM RIPAS",319.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10719,"2100COMB JR - DORMITÓRIO INTERMÉDIO",773.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10720,"2309LITI JR - CAMA COM 2 GAVETAS E 1 SECRETÁRIACOLCHÃO 90X200CMAJUSTÁVEL PARA COLCHÃO 90X190NECESSITA DE ESTRUTURA COM RIPAS",370.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10721,"2389LITI JR - CAMA COM 2 GAVETAS E 1 SECRETÁRIACOLCHÃO 90X200CMAJUSTÁVEL PARA COLCHÃO 90X190NECESSITA DE ESTRUTURA COM RIPAS",396.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10722,"2412LSUR JR - CABINE DE CAMA ALTA COM ARRUMAÇÃO",992.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10723,"2038L2TI JR - CAMA COM 2 GAVETASCOLCHÃO 90X200CM",169.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10724,"2078L2TI JR - CAMA COM 2 GAVETASCOLCHÃO 90X200CM",178.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10725,"2143LISU JR - BELICHE COM SECRETÁRIA E PRATELEIRAS",831.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10726,"2368LSUR JR - DORMITÓRIO ALTOPRATELEIRAS DE SECRETÁRIA E CAMA DE JOGOS DE ARRUMAÇÃO.",928.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10727,"2150LI90 JR - CAMA COLCHÃO 90X190CM",116.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10728,"2150L290 JR - CAMA COLCHÃO 90X200CM",120.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10729,"2150AR2P JR - ROUPEIRO DE 2 PORTAS",287.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10730,"2150CH1T JR - MESA DE CABECEIRA",49.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10731,"2150CO3T JR - PEITO DE 3 GAVETAS",159.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10732,"2150BU1P JR - SECRETÁRIA",120.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10733,"2150COMB JR - DORMIDOR",512.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10734,"2270COMB JR - DORMINHOCACOLCHÃO 90X200CM.",543.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10735,"2335LISU JR - BELICHE 90X200 COM NICHOS COMO MESA DE CABECEIRA",640.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10736,"2332TILI JR - GAVETA DA CAMAUM COLCHÃO DE 90X190CM CABE LÁ DENTRO",155.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10737,"2335LI90 JR - 90X190CM CAMA",113.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10738,"2335ENVH JR - CABECEIRA ALTA",215.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10739,"2335ENVB JR - CABECEIRA BAIXA",140.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10740,"2335BURE JR - SECRETÁRIA",94.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10741,"2335TIRO JR - CONJUNTO DE 2 GAVETAS",94.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10742,"2400COM2 JR - DORMITÓRIO",531.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10743,"2400LISU JR - BELICHECOLCHÃO 90X200CM",640.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10744,"2400TIR2 JR - GAVETA DE BELICHES",68.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10745,"2400LSUR JR - DORMITÓRIO ALTO",722.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10746,"2401A2PT JR - ROUPEIRO DE 2 PORTAS",350.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10747,"2401CO2T JR - PEITO DE 2 GAVETAS",164.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10748,"2401CH1P JR - MESA DE CABECEIRA",56.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10749,"2401TIRO JR - CONJUNTO DE 2 GAVETAS DE CAMA",85.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10750,"2401ENVI JR - UNIDADE DE CABECEIRA SOBRE CAMA OU SECRETÁRIA",328.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10751,"2339L290 JR - CAMA COM PRATELEIRAS SUPERIORESCOLCHÃO 90X200CMAJUSTÁVEL A 90X190CMNECESSITA DE ESTRUTURA COM RIPAS",271.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10752,"2339TIRO JR - CONJUNTO DE 2 GAVETAS",140.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10753,"2338TIRO JR - CONJUNTO DE 2 GAVETAS",136.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10754,"2223A2PR JR - ROUPEIRO DE 2 PORTAS",319.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10755,"2223BURE JR - SECRETÁRIA",164.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10756,"2223CH1T JR - MESA DE CABECEIRA",56.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10757,"2223CO3T JR - TORDO DE 3 GAVETAS",178.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10758,"2223L2TI JR - CAMA COM GAVETASCOLCHÃO 90X200CM",302.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10759,"2320LISU JR - BELICHE COLCHÃO 90X200CM",640.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10760,"2360COMB JR - DORMINHOCACOLCHÃO 90X200CM.",831.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10761,"3071L140 JR - CAMA COLCHÃO 140X190CM",145.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10762,"3130ENVI JR - CABECEIRA",819.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10763,"3130LICO JR - CAMA DE ARRUMAÇÃO 140X190CM",222.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10764,"3402SOMM JR - ESTRUTURA METÁLICA ELEVADA PARA COLCHÃO 140X190CM",321.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10765,"3130L140 JR - CAMA COLCHÃO 140X190CM",184.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10766,"3130L260 JR - CAMA COLCHÃO 160X200CM",193.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10767,"3130TIRO JR - CONJUNTO DE 2 GAVETAS",107.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10768,"3230ENVI JR - CABECEIRA",831.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10769,"3230TIRO JR - CONJUNTO DE 2 GAVETAS",107.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10770,"3132ENVI JR - CABECEIRA",831.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10771,"3132TIRO JR - CONJUNTO DE 2 GAVETAS",107.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10772,"3982L140 JR - CAMA COLCHÃO 140X190CM",140.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10773,"3982L260 JR - CAMA COLCHÃO 160X200CM",169.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10774,"3982TIRO JR - CONJUNTO DE 2 GAVETAS",87.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10775,"3982CH1T JR - MESA DE CABECEIRA COM 1 GAVETA",56.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
10776,"3982ENVI JR - CABECEIRA",396.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
10777,"3982A3PM JR - ROUPEIRO DE 3 PORTAS",447.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
